N = 50
E = 1225

13	20	2909
13	21	732
13	22	2014
13	23	5313
13	24	9636
13	25	7471
13	26	3182
13	27	6223
13	28	8152
13	29	959
13	30	3480
13	31	6697
13	32	1037
13	33	9718
13	34	8515
13	35	3521
13	36	9863
13	37	5098
13	38	9942
13	39	8117
13	40	2659
13	41	7753
13	42	731
13	43	8711
13	44	4116
13	45	2116
13	46	151
13	47	4350
13	48	5310
13	49	8886
13	50	4964
14	15	1
14	16	9239
14	17	8572
14	18	5457
14	19	4183
14	20	493
14	21	5136
14	22	7601
14	23	9885
14	24	4986
14	25	1390
14	26	4035
14	27	2926
14	28	4880
14	29	3568
14	30	9803
14	31	7454
14	32	8314
14	33	5065
14	34	4184
14	35	11
14	36	741
14	37	6298
14	38	8105
14	39	8402
14	40	4454
14	41	8184
14	42	6264
14	43	397
14	44	1518
14	45	2976
14	46	4219
14	47	966
14	48	475
14	49	2985
14	50	4182
15	16	1
15	17	6325
15	18	3832
15	19	5476
15	20	2896
15	21	5224
15	22	3208
15	23	1994
15	24	7629
15	25	2000
15	26	135
15	27	1067
15	28	7327
15	29	8468
15	30	7796
15	31	1926
15	32	9524
15	33	2918
15	34	7825
15	35	6689
15	36	5032
15	37	6399
15	38	927
15	39	426
15	40	4526
15	41	1471
15	42	3082
15	43	7365
15	44	8104
15	45	8724
15	46	2180
15	47	5306
15	48	3766
15	49	8835
15	50	8512
16	17	1
16	18	1012
16	19	9452
16	20	977
16	21	4482
16	22	9670
16	23	5530
16	24	1328
16	25	5335
16	26	8934
16	27	3089
16	28	329
16	29	3895
16	30	8842
16	31	5785
16	32	8062
16	33	321
16	34	1438
16	35	5964
16	36	4271
16	37	5615
16	38	1209
16	39	2520
16	40	9452
16	41	1564
16	42	1090
16	43	7930
16	44	166
16	45	9310
16	46	2933
16	47	4780
16	48	1927
16	49	1625
16	50	3204
17	18	1
17	19	4463
17	20	2242
17	21	2546
17	22	4529
17	23	7749
17	24	7597
17	25	7980
17	26	4030
17	27	4606
17	28	3784
17	29	6246
17	30	9094
17	31	5424
17	32	2866
17	33	4205
17	34	4014
17	35	1709
17	36	6549
17	37	3248
17	38	1706
17	39	9304
17	40	1818
17	41	364
17	42	4353
17	43	2360
17	44	9840
17	45	8207
17	46	1786
17	47	680
17	48	1307
17	49	9775
17	50	865
18	19	1
18	20	5596
18	21	8318
18	22	6957
18	23	1790
18	24	3578
18	25	2619
18	26	3270
18	27	2611
18	28	8852
18	29	206
18	30	705
18	31	9755
18	32	3542
18	33	6875
18	34	4186
18	35	2987
18	36	8989
18	37	9377
18	38	9781
18	39	3111
18	40	2091
18	41	3863
18	42	8202
18	43	275
18	44	5393
18	45	7724
18	46	2559
18	47	6580
18	48	2560
18	49	397
18	50	9431
19	20	1
19	21	7728
19	22	9474
19	23	4429
19	24	2038
19	25	8351
19	26	9024
19	27	9163
19	28	710
19	29	9457
19	30	5241
19	31	6979
19	32	9301
19	33	3346
19	34	4545
19	35	5882
19	36	4156
19	37	9046
19	38	4895
19	39	1631
19	40	8740
19	41	8603
19	42	7865
19	43	9493
19	44	1214
19	45	2373
19	46	6037
19	47	8227
19	48	8803
19	49	9669
19	50	7623
20	21	1
20	22	7637
20	23	4900
20	24	6647
20	25	7486
20	26	7822
20	27	5413
20	28	7321
20	29	3565
20	30	3551
20	31	6199
20	32	5936
20	33	1993
20	34	1161
20	35	6421
20	36	2169
20	37	6817
20	38	7084
20	39	5324
20	40	684
20	41	6851
20	42	4432
20	43	9840
20	44	6176
20	45	4141
20	46	3393
20	47	9218
20	48	4628
20	49	1052
20	50	6975
21	22	1
21	23	2565
21	24	7273
21	25	1535
21	26	382
21	27	6329
21	28	2990
21	29	1627
21	30	2226
21	31	3542
21	32	1354
21	33	9446
21	34	6133
21	35	4894
21	36	2129
21	37	5987
21	38	215
21	39	8254
21	40	1235
21	41	1910
21	42	4378
21	43	2456
21	44	5209
21	45	331
21	46	9116
21	47	1364
21	48	4265
21	49	3715
21	50	9972
22	23	1
22	24	2804
22	25	5366
22	26	199
22	27	9582
22	28	8382
22	29	4875
22	30	3200
22	31	7322
22	32	1134
22	33	250
22	34	6847
22	35	9739
22	36	2510
22	37	8429
22	38	4999
22	39	4644
22	40	1317
22	41	7922
22	42	6107
22	43	2620
22	44	2868
22	45	8496
22	46	3376
22	47	1426
22	48	6978
22	49	1547
22	50	1874
23	24	1
23	25	7455
23	26	3647
23	27	2313
23	28	4635
23	29	8035
23	30	741
23	31	5406
23	32	7323
23	33	3827
23	34	7907
23	35	6568
23	36	1122
23	37	4817
23	38	8006
23	39	8741
23	40	8125
23	41	5983
23	42	3302
23	43	3871
23	44	6324
23	45	9342
23	46	8331
23	47	9420
23	48	4182
23	49	8127
23	50	2786
24	25	1
24	26	6828
24	27	3113
24	28	7728
24	29	515
24	30	7334
24	31	3776
24	32	3209
24	33	6113
24	34	7652
24	35	8491
24	36	9951
24	37	5022
24	38	6042
24	39	3636
24	40	4878
24	41	9235
24	42	7729
24	43	7572
24	44	3683
24	45	7641
24	46	5722
24	47	6232
24	48	1584
24	49	509
24	50	292
25	26	1
25	27	5243
25	28	2347
25	29	8113
25	30	5117
25	31	2139
25	32	8706
25	33	1597
25	34	2881
25	35	5458
25	36	500
25	37	9047
25	38	3267
25	39	9809
25	40	3729
25	41	631
25	42	8752
25	43	7417
25	44	2960
25	45	9619
25	46	5151
25	47	8803
25	48	3038
25	49	5875
25	50	230
26	27	1
26	28	6132
26	29	5741
26	30	6346
26	31	188
26	32	4862
26	33	2086
26	34	1419
26	35	4605
26	36	4597
26	37	3118
26	38	4035
26	39	6683
26	40	7735
26	41	5124
26	42	331
26	43	6458
26	44	3193
26	45	2649
26	46	9726
26	47	1264
26	48	9593
26	49	1831
26	50	3627
27	28	1
27	29	4907
27	30	2383
27	31	2407
27	32	5693
27	33	246
27	34	8330
27	35	290
27	36	4326
27	37	1275
27	38	9023
27	39	3453
27	40	7913
27	41	2164
27	42	4716
27	43	2421
27	44	4039
27	45	5207
27	46	2119
27	47	1432
27	48	5966
27	49	4544
27	50	848
28	29	1
28	30	1597
28	31	9808
28	32	4700
28	33	188
28	34	4096
28	35	1667
28	36	2125
28	37	9493
28	38	1161
28	39	4403
28	40	9234
28	41	6205
28	42	2985
28	43	8067
28	44	5560
28	45	6731
28	46	8196
28	47	3560
28	48	4376
28	49	953
28	50	4728
29	30	1
29	31	3525
29	32	4616
29	33	2691
29	34	640
29	35	6698
29	36	9576
29	37	1900
29	38	5913
29	39	6690
29	40	8276
29	41	2310
29	42	3171
29	43	6232
29	44	4140
29	45	4696
29	46	1933
29	47	7731
29	48	3742
29	49	6467
29	50	9528
30	31	1
30	32	3927
30	33	2753
30	34	8990
30	35	1758
30	36	9310
30	37	5195
30	38	4263
30	39	4692
30	40	3885
30	41	3786
30	42	4991
30	43	6834
30	44	7330
30	45	2574
30	46	4562
30	47	6466
30	48	4575
30	49	5210
30	50	3997
31	32	1
31	33	3873
31	34	408
31	35	1237
31	36	3064
31	37	8696
31	38	3837
31	39	6117
31	40	5414
31	41	9035
31	42	3963
31	43	130
31	44	6238
31	45	8534
31	46	4401
31	47	8911
31	48	1419
31	49	8474
31	50	5244
32	33	1
32	34	3193
32	35	8458
32	36	3716
32	37	8673
32	38	3171
32	39	3355
32	40	6796
32	41	120
32	42	196
32	43	3285
32	44	9505
32	45	9790
32	46	6154
32	47	5097
32	48	4733
32	49	5767
32	50	1205
33	34	1
33	35	7648
33	36	9307
33	37	1634
33	38	8121
33	39	5694
33	40	7807
33	41	8184
33	42	3823
33	43	8952
33	44	8509
33	45	8008
33	46	973
33	47	18
33	48	1193
33	49	8260
33	50	8257
34	35	1
34	36	4498
34	37	3343
34	38	1493
34	39	219
34	40	9170
34	41	7918
34	42	509
34	43	4565
34	44	730
34	45	9498
34	46	2628
34	47	8160
34	48	6816
34	49	576
34	50	9397
35	36	1
35	37	6926
35	38	9092
35	39	6479
35	40	910
35	41	7715
35	42	6190
35	43	2466
35	44	8156
35	45	7260
35	46	81
35	47	2134
35	48	9360
35	49	8843
35	50	9856
36	37	1
36	38	8120
36	39	5192
36	40	4396
36	41	9314
36	42	1459
36	43	5156
36	44	5231
36	45	5939
36	46	997
36	47	2518
36	48	4937
36	49	4346
36	50	5096
37	38	1
37	39	4899
37	40	3389
37	41	3196
37	42	6492
37	43	3781
37	44	7361
37	45	4861
37	46	4585
37	47	8164
37	48	6801
37	49	6950
37	50	8187
38	39	1
38	40	925
38	41	168
38	42	759
38	43	3497
38	44	1647
38	45	6334
38	46	1014
38	47	7900
38	48	1707
38	49	1086
38	50	3346
39	40	1
39	41	5858
39	42	6171
39	43	1562
39	44	4597
39	45	6939
39	46	6873
39	47	2102
39	48	4407
39	49	2806
39	50	7513
40	41	1
40	42	8669
40	43	3607
40	44	9208
40	45	3035
40	46	6501
40	47	1081
40	48	3562
40	49	5670
40	50	6654
41	42	1
41	43	3475
41	44	3717
41	45	5815
41	46	1845
41	47	3042
41	48	31
41	49	7451
41	50	4003
42	43	1
42	44	8771
42	45	256
42	46	9733
42	47	5120
42	48	1810
42	49	2996
42	50	6963
43	44	1
43	45	9654
43	46	8534
43	47	854
43	48	7184
43	49	272
43	50	5074
44	45	1
44	46	6329
44	47	5993
44	48	901
44	49	3586
44	50	5762
45	46	1
45	47	4793
45	48	7155
45	49	8119
45	50	8106
46	47	1
46	48	5578
46	49	8016
46	50	6008
47	48	1
47	49	1776
47	50	430
48	49	1
48	50	9721
49	50	1
